;;;;;;;;;DEPOT NOM : >;Unis vers cités PUTE;;
;;;;;;;;;DEPOT SURNOM : >;vers;;
;;;;;;;;;DEPOT TYPE : >;1;;
;;;;;;;;;DEPOT QUANTITEE : >;2660;;
;;;;;;;;;DEPOT VOLUME : >;99.0;;
;;;;;;;;;DEPOT CARTONS : >;2;;
;;;;;;;;;DEPOT REMARQUE : >;ha oui;;
;;;;;;;;;DEPOT POID CARTONS : >;12.0;;
;;;;;;;;;DEPOT NB PAQUET : >;;;
;;;;;;;;;DEPOT PRIX : >;;;
INFO DEVIS : |;INFO KAF : |;REF : |;NOM  : |;ADRESSE : |;CP : |;VILLE : |;INFORMATION LIEU : |;DESTINATAIRE : |;LIEU PRIX : |;;;
Ok;inconnu;;THEATRE DE LA DANSE;77 Rue de Charonne;75011;PARIS;;;;;;
Ok;inconnu;924;COURS  RENE SIMON;14 Rue la Vacquerie;75011;PARIS;;;;;;
Ok;inconnu;;STUDIO DANSE THEATRE ET MUSIQUE;6 Rue de la Folie-Méricourt;75011;PARIS;;;;;;
Ok;inconnu;;Centre Recherche Théâtre handicap;163 Rue de Charenton;75012;PARIS;;;;;;
non localisé;inconnu;;La Maison Rouge (merc au dim 11h-19h);10 boulevard de la Bastille;75012;PARIS;;;;;;
non localisé;inconnu;;Atelier de Paris-Carolyn Carlson;Route du Champ de Manoeuvres;75012;PARIS;;;;;;
non localisé;inconnu;;ARTA;Route du Champ de Manoeuvres;75012;PARIS;;;;;;
non localisé;inconnu;;THEATRE DE L'AQUARIUM;Route du Champ de Manoeuvres;75012;PARIS;;;;;;
Ok;inconnu;;CONSERVATOIRE PAUL DUKAS;53 Rue du Charolais;75012;PARIS;;;;;;
Ok;inconnu;;THEATRE DUNOIS ;108 Rue du Chevaleret;75013;PARIS;;;;;;
non localisé;inconnu;;BETONSALON;7 Rue Thomas Mann;75013;PARIS;;;;;;
Ok;inconnu;;BIBLIOTHEQUE Italie pas le lundi;211 Boulevard Vincent Auriol;75013;PARIS;;;;;;
non localisé;inconnu;;BIBLIOTHEQUE GLACIERE;132 rue de la Glacière;75013;PARIS;;;;;;
Ok;inconnu;;THEATRE 13;Rue du Chevaleret;75013;PARIS;;;;;;
non localisé;inconnu;;CENTRE D'ANIMATION DAVIEL / PARIS 13;24 rue Daviel;75013;PARIS;;;;;;
Ok;inconnu;;UNIVERSITÉ PARIS I/ service Vie Etudiante;90 Rue de Tolbiac;75013;PARIS;;;;;;
Ok;inconnu;;CONSERVATOIRE MAURICE RAVEL;21 Rue Albert Bayet;75013;PARIS;;;;;;
Ok;inconnu;;BIBLIOTHEQUE M.  DURAND;79 Rue Nationale;75013;PARIS;;;;;;
Ok;ouvert;592;Centre d'animation Dunois;132 rue de la Glacière;75013;PARIS;;;;;;
Ok;inconnu;;COURANT D'ART FRAIS;19 Rue de la Fontaine à Mulard;75013;PARIS;;;;;;
Ok;inconnu;;FIAP (hébergement pour jeunes);30 Rue Cabanis;75014;PARIS;;;;;;
Ok;inconnu;;ESA, service des communications;254 Boulevard Raspail;75014;PARIS;;;;;;
Ok;ouvert;689;Fondation Cartier;261 Boulevard Raspail;75014;PARIS;;;;;;
Ok;inconnu;;BIBLIOTHEQUE G. BRASSENS;38 Rue Gassendi;75014;PARIS;;;;;;
Ok;ouvert;797;Conservatoire Darius Milhaud;26 Rue Mouton-Duvernet;75014;PARIS;;;;;;
Ok;inconnu;;Maison des associations;22 Rue Deparcieux;75014;PARIS;;;;;;
Ok;ouvert;688;Cinéma L'entrepôt;7 Rue Francis de Pressensé;75014;PARIS;;;;;;
Ok;inconnu;;Atelier les Pinceaux;16 Rue Francis de Pressensé;75014;PARIS;;;;;;
Ok;ouvert;602;PIJ / antenne jeune information Didot;40 Rue Didot;75014;PARIS;;;;;;
Ok;inconnu;;Maison des Pratiques amateurs;Rue Didot;75014;PARIS;;;;;;
non localisé;inconnu;;THEATRE 14;20 Avenue Marc Sangnier;75014;PARIS;;;;;;
Ok;inconnu;;CENTRE DE DANSE ALESIA;119 Avenue du Général Leclerc;75014;PARIS;;;;;;
non localisé;inconnu;;CENTRE D'ANIMATION MARC SANGNIER;20 avenue Marc sangnier;75014;PARIS;;;;;;
Ok;inconnu;;BIBLIOTHEQUE VANDAMNE;80 Avenue du Maine;75014;PARIS;;;;;;
Ok;inconnu;;LE MOULIN À CAFÉ;9 ;75014;PARIS;;;;;;
Ok;inconnu;;MAIRIE DU 14e ARRONDISSEMENT;;75014;PARIS;;;;;;
Ok;inconnu;;MAIRIE DU 14e ARRONDISSEMENT;;75014;PARIS;;;;;;
Ok;inconnu;;THEATRE GUICHET MONTPARNASSE;15 Rue du Maine;75014;PARIS;;;;;;
Ok;ouvert;800;Conservatoire Frédéric Chopin;43 Rue Bargue;75015;PARIS;;;;;;
Ok;inconnu;;CENTRE D'ANIMATION BRANCION / PARIS 15;Avenue de la Porte Brancion;75015;PARIS;;;;;;
Ok;inconnu;;ENSAAMA Bibliothèque;63 Rue Olivier de Serres;75015;PARIS;;;;;;
Ok;inconnu;;Théâtre Monfort;106 Rue Brancion;75015;PARIS;;;;;;
Ok;ouvert;604;Conservatoire Francis Poulenc;11 Rue Jean de la Fontaine;75016;PARIS;;;;;;
Ok;inconnu;;CENTRE NATIONAL DU THEATRE;134 Rue Legendre;75017;PARIS;;;;;;
Ok;ouvert;606;centre d'animations la jonquière;88 Rue de la Jonquière;75017;PARIS;;;;;;
non localisé;inconnu;;CONSERVATOIRE CLAUDE DEBUSSY;222 rue Courcelles;75017;PARIS;;;;;;
non localisé;inconnu;;ACADÉMIE DES ARTS CHOREGRAPHIQUES;4 BIS Cité Véron;75018;PARIS;;;;;;
non localisé;inconnu;;THEATRE OUVERT;4 cité Véron;75018;PARIS;;;;;;
Ok;inconnu;;RIDC : Rencontres Internationales de Danse Contemporaine;Rue Ganneron;75018;PARIS;;;;;;
non localisé;inconnu;;ETOILE DU NORD;16 rue Georgette Agutte;75018;PARIS;;;;;;
Ok;ouvert;802;Cons. municipal du 18 eme;29 Rue Baudelique;75018;PARIS;;;;;;
non localisé;inconnu;;Kiosque Jeune CIDJ;1 rue Fleury;75018;PARIS;;;;;;
Ok;inconnu;;Association Cirkoum;15 Passage Ramey;75018;PARIS;;;;;;
